{'domain': 'clients.bir-region.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ugafqsmtp.tianji.lx-stg.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'api.2cdev1.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xycztkb.tianji.lx-org.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '71a5294fe575137c.development.staging.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cpjoynew.tianji.lx.email.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ujteznewsletter.arachnev.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'nildyorder.tianji.lx.api.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'oq.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '9a9602fe53e7dfa0.qaxanyu.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'b.mss173abbct.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ucpvkwmgdclive.all-ci.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'atkjnunbounce.arcus.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'tfcwecode.tianji.mail.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'zheeoint.server.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'rimhlsearch.cdn-lxs3.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'mempsfeeds.tianji-ut.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '332be5816c4fbbf8.qaxcloudwaf.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'gzmjvcke.team.login.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'gbvwcwww-staging.file.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'owwwzsupport.lx-us.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vwvwglocal.tianji-sre.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'edg.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'priv.blond.eduqa.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'wpwdkmembers.alpha.ai.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'btmdodemo.s3.wuhu-vis.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'f.tianji.team.lb.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xshlyadmin.mail-tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.sg-jenkins.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cooyjmjsmbimg.hw.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'blond-skyeye.edge.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ushridocs.888crown.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'snzywpics.tianjiai.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dtcesimage.ngfwyf.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bxgcdapp.lx-license.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vpn.developer-adm.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.testbedvpn.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'igd.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'fvktassl.tianji.crm-lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cfuurorder.ca-central-2.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ookgcftp.tianji.lx-trial.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'immyzsites.pagediversion.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'btwvhmedia.uat-tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.lx.sentinel-chef.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'qggarwx.m.alumni.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'pia.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cdbdrevents.lab.tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.tianji-ccs-scan.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '08e51d181e8bf684.qaxanyu.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'fcvcpnew.rtmp.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'zlnbgserver.api.prod.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'yzmyqbeta.12brk.cdn.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bixvjapi.admin.lx-gitlab.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xitnxlocalhost.vendorcms.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '123456789abcdefghijklmnopq.labeps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'psedpnews.skinscms.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bifsypics.ghlx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'email.bruckner.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.development.staging.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'afeqvsites.mirrorengine.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jqwzknew.stage1-tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'd84206fc20164f0f.home.chef.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'taenbjzbjvstaging.www.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.groupsdeveloper.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'rwa.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'curkgsvn.passport.devops.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cyyrissl.secure.eps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'zhkypimap.blond-we.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'nfqlbftp.588bocaiwangzhan.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.forums.tianji.lxfrontpage.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'info.eventsapps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'louzhvntwdserver.feedback.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'lw57ku.2014.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'szmmjcnjrosites.styxapsl.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jmkhrwebdisk.tianji.lxoid.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dcmuswiki.admin-cdn.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ygawzblog.tianji.lx.cvs.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '430f150ae6d71c77.qaxanyu.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'yreenm.test1tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '17ae3a067d02dd62.qaxcloudwaf.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.it-yunsuolx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.console.qex.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bddsymembers.tianjilax.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'qalx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'wthumadmin.we-lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.st.legacy.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '5.12-pre2.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'b.pagevpn.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'mdm.college.tianji.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'blog.origin.2018bo1.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'gwmdm.tianji.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ibwuwapi.partnertianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jstddengine.bklv.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'tzktamedia.v1.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.xhsd.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xgvnqweb.tianji-sre.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vpeiealgcusmtp.61-alpha.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'www.en-scloud.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'khjhdf.affiliate.backend.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jibajlocalhost.clouddata.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'mail.research-cdn.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sbcfninternal.home.307.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'eagrxlocalhost.atkonrad.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jch.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.chefmatrix.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'secure.page.2008mmm.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ux.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cbwcjhome.partner.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bte.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jsysofeeds.adm-cloud.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'uncyhunbounce.groups.5.12.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'frcsfprerelease.frontpage.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'tinqdb.apps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'hxd.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ukb.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'goibsvpn.stg.tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bptadwebmail.2026.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ayyzvpics.styxps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.s3tianji.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sivjcintra.passport.page.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'umzzxnews.tianji.paylx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sgewsmy.down.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dfldlorder.skydas.jiance.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ptedglocal.tianji.test.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'zie.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dnmfjwww-staging.article.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'media.netcms-api.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jvshohome.lcm.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.localhost.images.vpn.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'fzggtpre.moodle.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '5988f496701c2433.169xxwww.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.sandboxmail.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.ex.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sgfkvimap.tianji.testing1.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xie.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'otfjzadmin.staticapi.eps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dusicwww-staging.atreju.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'pop.pay.cdnwx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.profile.718lc.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ilklev1-lax.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'jtgsjtianji.lxstaging.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bvpjpb.internal.tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vkxoxlocalhost.vd-trans.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'npxsuautoconfig.skydas.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'wbd.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dawiicode.lx-demo.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'hajmmadmin.tianji.devlx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'aagsslocalhost.apache.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'mymcjalcoh.yun.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'merxmnews.age.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'uff.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'fwnxcnew.app.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'glrprimg.lx.fw.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ptg.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vdcnopics.license-api.eps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'aicbunew.emailtianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xuzgonews.yunsuo.update.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'hsoldnew.chic.lax.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sebzbbookmarks.lx-sandbox.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'mblc20.12aa.client.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'nkopkwiki.passport-legacy.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.vfile.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'pre-tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sshnqmy.tianji.baize.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'www.php.vpneps.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'members.ex-wrap2.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'tlbmvstaging.passport-ci.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.0pre2.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'usmmmm.eps-edu-gw.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'info.it-yunsuolx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cproxy.mss.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'rnbaek5ipr3.rs.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'lgbsjm.fwlx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'civgzsmtp.jenkins-hkmon02.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vhomxint.productions.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'www.nobhxvpn.tianji.dev1-lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ullvvmy.tianji.confluence.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'img.lx-proxy.service.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.lx-payment.raw.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xdvgthomepage.lxsecure.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'rypxtfeeds.tianji-page.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'xueveapi.passport.page.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'bp.legacyana.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'pyswvgamma.tianji.lx-chef.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'vorynpics.beta-arachne.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'fdqznlocalhost.client.stg.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'midea.butian.net', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'qspdgmembers.lx.cms.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'oicicmedia.stream.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'htrliimages.img11trial.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'twpunlists.tianji.lx-v.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'searchbeta.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'rvhedsmtp.login-tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'zkjhvarachne.node.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'payfpgo.admin.lx-gitlab.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'sbvcrpre.p-scan.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'hzgjussl.tianji.lxtrial.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'kufcnssl.jiance.tianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.files.data.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'cjwypextmailsecure.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dgccfvideos.tianji.app.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'v2.mdm.tianji.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.sscada.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'zzqcyb.devs0.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.anyu-ateam.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'viwutfiles.bits.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'dbgdssites.file.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.eg.alpha.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'ahwzmmy.partnertianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'grjtcblog.lx-payment-adm.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'qzkpatpkgztest.staff.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'qezvpmysql.demo.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'o69iay0p.blogs.passport.skyeye.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'hofzgspool.passportxuanji.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': 'omsprintra.fwtianji.lx.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
{'domain': '123456789abcdefghijklmnopq.barnave-git.college.qianxin.com', 'domainType': 'Internet', 'isUse': 0, 'note': '域名3天未更新'}
